Key	Value
灵性充沛	Linh tính dồi dào
灵性隐隐	Linh tính ẩn ẩn
煞性隐隐	Sát tính ẩn ẩn
煞性凝练	Sát tính cô đọng
煞性凌冽	Sát tính lăng liệt
自身生长速度很慢，对周边环境产生极大的正面增益。	Tự thân sinh trưởng tốc độ rất chậm, đối xung quanh hoàn cảnh sinh ra cực lớn chính diện tăng thêm.
自身生长速度较慢，对周边环境产生较大的正面增益。	Tự thân sinh trưởng tốc độ chậm chạp, đối xung quanh hoàn cảnh sinh ra khá lớn chính diện tăng thêm.
自身生长速度略慢，对周边环境产生略微的正面增益。	Tự thân sinh trưởng tốc độ chậm hơn, đối xung quanh hoàn cảnh sinh ra hơi chính diện tăng thêm.
自身生长速度略快，对周边环境产生略微的负面影响。	Tự thân sinh trưởng tốc độ hơi nhanh, đối xung quanh hoàn cảnh sinh ra hơi ảnh hướng trái chiều.
自身生长速度较快，对周边环境产生较大的负面影响。	Tự thân sinh trưởng tốc độ tương đối nhanh, đối xung quanh hoàn cảnh sinh ra khá lớn ảnh hướng trái chiều.
自身生长速度很快，对周边环境产生极大的负面影响。	Tự thân sinh trưởng tốc độ rất nhanh, đối xung quanh hoàn cảnh sinh ra cực lớn ảnh hướng trái chiều.
空	Không
鼎炉潜力尚未开发，炼精化气效率极高。	Đỉnh lô tiềm lực chưa khai phát, luyện tinh hóa khí hiệu suất cực cao.
始	Bắt đầu
鼎炉潜力开发伊始，炼精化气效率较高。	Đỉnh lô tiềm lực khai phát bắt đầu, luyện tinh hóa khí hiệu suất tương đối cao.
鼎炉潜力开发泰半，炼精化气效率正常。	Đỉnh lô tiềm lực khai phát hầu hết, luyện tinh hóa khí hiệu suất bình thường.
盈	Doanh
鼎炉潜力几尽枯竭，炼精化气效率较慢。	Đỉnh lô tiềm lực mấy tận khô kiệt, luyện tinh hóa khí hiệu suất chậm chạp.
满	Đầy
鼎炉潜力开发至极限，需结丹以突破鼎炉之限。	Đỉnh lô tiềm lực khai phát đến cực hạn, cần Kết Đan lấy đột phá đỉnh lô thời hạn.
护御	Hộ ngự
修行	Tu hành
仇恨	Cừu hận
敌视	Căm thù
冷淡	Lãnh đạm
友好	Hữu hảo
尊敬	Tôn kính
影响值是处理代理点事务的资源。主要用于建设重要建筑比如奇观和主殿，以及各种政策的消耗。主殿每日会产出影响值，在某些事件中使用处世手段也可以获得。	Ảnh hưởng giá trị là xử lý đại diện chút chuyện vụ tài nguyên. Chủ yếu dùng cho kiến thiết trọng yếu kiến trúc tỉ như kỳ quan cùng chủ điện, cùng các loại chính sách tiêu hao. Chủ điện mỗi ngày sẽ sản xuất ảnh hưởng giá trị, tại một ít sự kiện bên trong sử dụng xử thế thủ đoạn cũng có thể thu hoạch được.
略有灵韵	Hơi có linh vận
灵韵天生	Linh vận trời sinh
灵韵澎湃	Linh vận bành trướng
任意大小的	Tùy ý lớn nhỏ
极小的	Cực nhỏ
狭小的	Nhỏ hẹp
大小适中的	Vừa phải
宽大的	Rộng lớn
极大的	Cực lớn
极小	Cực nhỏ
狭小	Nhỏ hẹp
适中	Vừa phải
宽大	Rộng lớn
极大	Cực lớn
金属性	Kim thuộc tính
木属性	Mộc thuộc tính
水属性	Thủy thuộc tính
火属性	Hỏa thuộc tính
土属性	Thổ thuộc tính
混元属性	Hỗn Nguyên thuộc tính
极其利于	Cực kỳ lợi cho
特别利于	Đặc biệt lợi cho
较为利于	Tương đối lợi cho
稍微利于	Hơi lợi cho
位于墙角	Đặt ở góc tường
三面为墙	Đặt ở ba mặt là tường
贴墙而放	Đặt ở gần tường
不贴墙	Không đặt cạnh tường
位于门旁	Đặt ở bên cạnh cửa
位于床第蒲团之侧	Đặt ở giường và bồ đoàn bên cạnh
位于祖师牌位之侧	Đặt ở tổ sư bài vị bên cạnh
位于工坊台案之侧	Đặt ở công xưởng đài án bên cạnh
位于炼宝台之侧	Đặt ở luyện bảo đài bên cạnh
位于炼丹炉之侧	Đặt ở lò luyện đan bên cạnh
位于炉灶之侧	Đặt ở bếp nấu bên cạnh
远离床第蒲团	Đặt xa giường và bồ đoàn
远离祖师牌位	Đặt xa tổ sư bài vị
远离工坊台案	Đặt xa công xưởng đài án
远离炼宝台	Đặt xa luyện bảo đài
远离炼丹炉	Đặt xa lò luyện đan
远离炉灶	Đặt xa bếp nấu
你的情感依然很丰富，依然会被喜怒哀乐所动。这些凡人的情感让你对神力的掌握倍加艰难，但也正因如此，就算是很平凡很微小的信仰你都能感受并收取。	Tình cảm của ngươi y nguyên rất phong phú, y nguyên sẽ bị sướng vui giận buồn mà thay đổi. Những phàm nhân này tình cảm để ngươi đối thần lực nắm giữ gấp đôi gian nan, nhưng cũng nguyên nhân chính là như thế, liền xem như rất bình thường rất nhỏ bé tín ngưỡng ngươi cũng có thể cảm thụ cũng thu lấy.
你对凡人的情感逐渐收敛，已经很少会有极端的狂喜或悲恸。得益于此，你对神力的掌握渐渐加深，但来自众生的那些平凡微小的信仰你已无法尽数感知。	Ngươi đối phàm nhân tình cảm dần dần thu liễm, đã sẽ rất ít có cực đoan cuồng hỉ hoặc cực kỳ bi ai. Nhờ vào này, ngươi đối thần lực nắm giữ dần dần làm sâu sắc, nhưng đến từ chúng sinh những cái kia bình thường nhỏ bé tín ngưỡng ngươi đã vô pháp đều cảm giác.
凡人的喜怒哀乐对你的影响越来越少，而你对神力的运用也渐入佳境。但逐渐失去凡人心态的你也越发难以吸收那些平凡而普通的信仰。	Phàm nhân sướng vui giận buồn đối ngươi ảnh hưởng càng ngày càng ít, mà ngươi đối thần lực vận dụng cũng dần vào giai cảnh. Nhưng dần dần mất đi phàm nhân tâm tính ngươi cũng càng phát ra khó mà hấp thu những cái kia bình thường mà phổ thông tín ngưỡng.
你的情感已经十分淡漠，很少有什么事可以让你动容。你对神力的运用越发自如，但来自诸多平凡信众的信仰对你而言已近乎尘砾。	Tình cảm của ngươi đã mười phần đạm mạc, có rất ít chuyện gì có thể để ngươi động dung. Ngươi đối thần lực vận dụng càng phát ra tự nhiên, nhưng đến từ rất nhiều bình thường tín đồ tín ngưỡng đối ngươi mà nói đã gần đến hồ bụi đá sỏi.
你几乎没有了人类的情感，众生在你眼中皆无不同。你对神力的运用已达巅峰，但绝大部分普通的信仰对你已经毫无意义。	Ngươi cơ hồ không có nhân loại tình cảm, chúng sinh trong mắt ngươi đều không khác biệt. Ngươi đối thần lực vận dụng đã đạt đỉnh phong, nhưng tuyệt đại bộ phận phổ thông tín ngưỡng đối ngươi đã không có chút ý nghĩa nào.
杀戮	Giết \nchóc
杀死{0}({1:N0})个生灵	Giết chết {0}({1:N0}) Cái sinh linh
被杀戮之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时专注杀戮而战法激进，因此御器技能突破极限2级，术法技能突破极限2级，护体技能降低5级。	Bị giết chóc chi niệm quanh quẩn, tu hành tốc độ, tốc độ học tập, tâm cảnh trên diện rộng hạ xuống. Nhân vật ở đây trạng thái dưới lúc chiến đấu chuyên chú giết chóc mà chiến pháp cấp tiến, bởi vậy ngự khí kỹ năng đột phá cực hạn 2 Cấp, thuật pháp kỹ năng đột phá cực hạn 2 Cấp, hộ thể kỹ năng giảm xuống 5 Cấp.
自弃	Chán \nnản
失败累积{0}({1:N0})次（炼丹，炼器，突破，战斗中倒地）	Thất bại tích lũy {0}({1:N0}) Lần ( Luyện đan, luyện khí, đột phá, chiến đấu bên trong ngã xuống đất )
被自弃之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时自暴自弃而奋不顾死，因此御器技能突破极限2级，术法技能突破极限2级，护体技能降低5级。	Bị không có chí tiến thủ chi niệm quanh quẩn, tu hành tốc độ, tốc độ học tập, tâm cảnh trên diện rộng hạ xuống. Nhân vật ở đây trạng thái dưới lúc chiến đấu cam chịu mà phấn không để ý chết, bởi vậy ngự khí kỹ năng đột phá cực hạn 2 Cấp, thuật pháp kỹ năng đột phá cực hạn 2 Cấp, hộ thể kỹ năng giảm xuống 5 Cấp.
贪婪	Tham \nlam
食用12阶的物品累积{0}({1:N0})次	Dùng ăn 12 Giai vật phẩm tích lũy {0}({1:N0}) Lần
被贪婪之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时不舍珍宝而倍加惜命，因此御器技能，术法技能降低2级，护体技能突破极限3级。	Bị tham lam chi niệm quanh quẩn, tu hành tốc độ, tốc độ học tập, tâm cảnh trên diện rộng hạ xuống. Nhân vật ở đây trạng thái dưới lúc chiến đấu không bỏ trân bảo mà gấp đôi tiếc mệnh, bởi vậy ngự khí kỹ năng, thuật pháp kỹ năng giảm xuống 2 Cấp, hộ thể kỹ năng đột phá cực hạn 3 Cấp.
享乐	Hưởng \nlạc
情绪高于150累计{0}({1:N0})秒	Cảm xúc cao hơn 150 Tính gộp lại {0}({1:N0}) Giây
被享乐之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时贪图享乐而倍加惜命，因此御器技能，术法技能降低2级，护体技能突破极限3级。	Bị hưởng lạc chi niệm quanh quẩn, tu hành tốc độ, tốc độ học tập, tâm cảnh trên diện rộng hạ xuống. Nhân vật ở đây trạng thái dưới lúc chiến đấu ham hưởng lạc mà gấp đôi tiếc mệnh, bởi vậy ngự khí kỹ năng, thuật pháp kỹ năng giảm xuống 2 Cấp, hộ thể kỹ năng đột phá cực hạn 3 Cấp.
傲慢	Ngạo \nmạn
获得成功{0}({1:N0})次（炼丹，炼器，突破，击败相同或更高境界的敌人）	Thu hoạch được thành công {0}({1:N0}) Lần ( Luyện đan, luyện khí, đột phá, đánh bại giống nhau hoặc cảnh giới cao hơn địch nhân )
被傲慢之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时傲慢自得而心态优越，因此御器技能，术法技能，护体技能均突破极限1级。	Bị ngạo mạn chi niệm quanh quẩn, tu hành tốc độ, tốc độ học tập, tâm cảnh trên diện rộng hạ xuống. Nhân vật ở đây trạng thái dưới lúc chiến đấu ngạo mạn tự đắc mà tâm tính ưu việt, bởi vậy ngự khí kỹ năng, thuật pháp kỹ năng, hộ thể kỹ năng đồng đều đột phá cực hạn 1 Cấp.
悲悯	Lòng \ntốt
累计获得{0}({1:N0})点功德	Tính gộp lại thu hoạch được {0}({1:N0}) Điểm công đức
被悲悯之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时心怀悲悯而心态优越，因此御器技能，术法技能，护体技能均突破极限1级。	Bị thương xót chi niệm quanh quẩn, tu hành tốc độ, tốc độ học tập, tâm cảnh trên diện rộng hạ xuống. Nhân vật ở đây trạng thái dưới lúc chiến đấu lòng mang thương xót mà tâm tính ưu việt, bởi vậy ngự khí kỹ năng, thuật pháp kỹ năng, hộ thể kỹ năng đồng đều đột phá cực hạn 1 Cấp.
焦虑	Lo \nnghĩ
处在瓶颈状态不突破累积{0}({1:N0})秒	Ở vào bình cảnh trạng thái không đột phá tích lũy {0}({1:N0}) Giây
被焦虑之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时焦躁惶恐而急进难安，因此御器技能突破极限4级，术法技能，护体技能降低3级。	Bị lo nghĩ chi niệm quanh quẩn, tu hành tốc độ, tốc độ học tập, tâm cảnh trên diện rộng hạ xuống. Nhân vật ở đây trạng thái dưới lúc chiến đấu nôn nóng sợ hãi mà cấp tiến khó có thể bình an, bởi vậy ngự khí kỹ năng đột phá cực hạn 4 Cấp, thuật pháp kỹ năng, hộ thể kỹ năng giảm xuống 3 Cấp.
抑郁	Hậm \nhực
情绪低于50累计{0}({1:N0})秒	Cảm xúc thấp hơn 50 Tính gộp lại {0}({1:N0}) Giây
被抑郁之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时情绪低沉而心静消极，因此术法技能突破极限4级，御器技能，护体技能降低3级。	Bị hậm hực chi niệm quanh quẩn, tu hành tốc độ, tốc độ học tập, tâm cảnh trên diện rộng hạ xuống. Nhân vật ở đây trạng thái dưới lúc chiến đấu cảm xúc trầm thấp mà lòng yên tĩnh tiêu cực, bởi vậy thuật pháp kỹ năng đột phá cực hạn 4 Cấp, ngự khí kỹ năng, hộ thể kỹ năng giảm xuống 3 Cấp.
动	Động
神修在心境为“动”时，心境会自然提高，情绪越好，提高速度越快。	Thần tu tại tâm cảnh vì động lúc, tâm cảnh sẽ tự nhiên đề cao, cảm xúc càng tốt, đề cao tốc độ càng nhanh.
欲动中求静，需在放纵之下保持心境为100，持续{0:N1}天。	Muốn động bên trong cầu tĩnh, cần tại phóng túng phía dưới bảo trì tâm cảnh vì 100, tiếp tục {0:N1} Trời.
静	Tĩnh
神修在心境为“静”时，心境会匀速自然提高，不收任何外部条件影响。	Thần tu tại tâm cảnh vì tĩnh lúc, tâm cảnh sẽ vân nhanh tự nhiên đề cao, không thu bất luận cái gì ngoại bộ điều kiện ảnh hưởng.
欲静中求寂，需在心斋之下保持心境200，且心绪低于50，持续{0:N1}天。角色悟性越高，需要持续的时间越长。	Muốn tĩnh trung cầu tịch, cần trong lòng trai phía dưới bảo trì tâm cảnh 200, lại nỗi lòng thấp hơn 50, tiếp tục {0:N1} Trời. Nhân vật ngộ tính càng cao, cần tiếp tục thời gian càng dài.
寂	Tịch
神修在心境为“寂”时，心境只有在心绪低于100时才会增加。心绪越低，增加速度越快。反之则会减少。	Thần tu tại tâm cảnh vì tịch lúc, tâm cảnh chỉ có trong lòng tự thấp hơn 100 Lúc mới có thể gia tăng. Nỗi lòng càng thấp, gia tăng tốc độ càng nhanh. Trái lại thì sẽ giảm bớt.
欲寂中求圣，必须达神国境后，在克己状态下保持心境300，神性大于20，持续{0:N1}天。角色悟性越高，需要持续的时间越长。	Muốn tịch bên trong cầu thánh, nhất định phải đạt thần quốc cảnh sau, tại khắc kỷ trạng thái dưới bảo trì tâm cảnh 300, thần tính lớn hơn 20, tiếp tục {0:N1} Trời. Nhân vật ngộ tính càng cao, cần tiếp tục thời gian càng dài.
圣	Thánh
神修在心境为“圣”时，心境只有在神性大于50的情况下才会增加，神性越高，增加速度越快。反之则会减少。	Thần tu tại tâm cảnh vì thánh lúc, tâm cảnh chỉ có tại thần tính lớn hơn 50 Tình huống dưới mới có thể gia tăng, thần tính càng cao, gia tăng tốc độ càng nhanh. Trái lại thì sẽ giảm bớt.
欲圣中求慧，必须保持心境400，持续{0:N1}天。角色悟性越高，需要持续的时间越短。	Muốn thánh bên trong cầu tuệ, nhất định phải bảo trì tâm cảnh 400, tiếp tục {0:N1} Trời. Nhân vật ngộ tính càng cao, cần tiếp tục thời gian càng ngắn.
慧	Tuệ
神修在心境为“慧”时，心境只有在悟性大于8的情况下才会增加，悟性越高，增加速度越快。反之则会减少。	Thần tu tại tâm cảnh vì tuệ lúc, tâm cảnh chỉ có tại ngộ tính lớn hơn 8 Tình huống dưới mới có thể gia tăng, ngộ tính càng cao, gia tăng tốc độ càng nhanh. Trái lại thì sẽ giảm bớt.
欲慧中求空，必须达圆满境后，在心斋之下保持心境500，且心绪低于10，持续{0:N1}天。	Muốn tuệ bên trong cầu không, nhất định phải đạt viên mãn cảnh sau, trong lòng trai phía dưới bảo trì tâm cảnh 500, lại nỗi lòng thấp hơn 10, tiếp tục {0:N1} Trời.
神修在心境为“空”时，心境只有在心绪低于50的情况下才会增加，心绪越低，增加速度越快。反之则会减少。	Thần tu tại tâm cảnh vì không lúc, tâm cảnh chỉ có trong lòng tự thấp hơn 50 Tình huống dưới mới có thể gia tăng, nỗi lòng càng thấp, gia tăng tốc độ càng nhanh. Trái lại thì sẽ giảm bớt.
